$ pypy -V
Python 2.7.10 (0e2d9a73f5a1818d0245d75daccdbe21b2d5c3ef, Sep 09 2016, 08:57:59)
[PyPy 5.4.1 with GCC 6.1.1 20160621 (Red Hat 6.1.1-3)]

$ pypy runtests.py -v
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 367, in compile_extra
    raise e
InternalError: offset=151 opcode=0xcc opname=JUMP_IF_NOT_DEBUG
[1] During: resolving callee type: type(CPUDispatcher(<function run_quicksort at 0x00000000094f4cc8>))
[2] During: typing of call at /home/graham/pypy/numba/numba/targets/arrayobj.py (3910)
--%<-----------------------------------------------------------------

File "numba/targets/arrayobj.py", line 3910
[1] During: lowering "$0.6 = call $0.5()" at /home/graham/pypy/numba/numba/targets/arrayobj.py (3919)

Failed at nopython (nopython mode backend)
Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 476, in stage_nopython_frontend
    self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 828, in type_inference_stage
    infer.propagate()
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 717, in propagate
    raise errors[0]
TypingError: Internal error at <numba.typeinfer.CallConstraint object at 0x00000000082bc288>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 367, in compile_extra
    raise e
InternalError: offset=151 opcode=0xcc opname=JUMP_IF_NOT_DEBUG
[1] During: resolving callee type: type(CPUDispatcher(<function run_quicksort at 0x00000000094f4cc8>))
[2] During: typing of call at /home/graham/pypy/numba/numba/targets/arrayobj.py (3910)
--%<-----------------------------------------------------------------

File "numba/targets/arrayobj.py", line 3910

Failed at nopython (nopython frontend)
Internal error at <numba.typeinfer.CallConstraint object at 0x00000000082bc288>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 367, in compile_extra
    raise e
InternalError: offset=151 opcode=0xcc opname=JUMP_IF_NOT_DEBUG
[1] During: resolving callee type: type(CPUDispatcher(<function run_quicksort at 0x00000000094f4cc8>))
[2] During: typing of call at /home/graham/pypy/numba/numba/targets/arrayobj.py (3910)
--%<-----------------------------------------------------------------

File "numba/targets/arrayobj.py", line 3910
[1] During: lowering "$0.6 = call $0.5()" at /home/graham/pypy/numba/numba/targets/arrayobj.py (3919)
[2] During: lowering "$0.4 = call $0.2(val)" at /home/graham/pypy/numba/numba/tests/test_sort.py (54)

Failed at nopython (nopython mode backend)
Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 845, in native_lowering_stage
    lower.lower()
  File "/home/graham/pypy/numba/numba/lowering.py", line 125, in lower
    self.lower_normal_function(self.fndesc)
  File "/home/graham/pypy/numba/numba/lowering.py", line 160, in lower_normal_function
    entry_block_tail = self.lower_function_body()
  File "/home/graham/pypy/numba/numba/lowering.py", line 185, in lower_function_body
    self.lower_block(block)
  File "/home/graham/pypy/numba/numba/lowering.py", line 200, in lower_block
    self.lower_inst(inst)
  File "/home/graham/pypy/numba/numba/lowering.py", line 237, in lower_inst
    val = self.lower_assign(ty, inst)
  File "/home/graham/pypy/numba/numba/lowering.py", line 382, in lower_assign
    return self.lower_expr(ty, value)
  File "/home/graham/pypy/numba/numba/lowering.py", line 695, in lower_expr
    res = self.lower_call(resty, expr)
  File "/home/graham/pypy/numba/numba/lowering.py", line 661, in lower_call
    res = impl(self.builder, argvals)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 961, in __call__
    return self._imp(self._context, builder, self._sig, args)
  File "/home/graham/pypy/numba/numba/targets/arrayobj.py", line 3912, in array_sort
    return context.compile_internal(builder, array_sort_impl, sig, args)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 779, in compile_internal
    ty = self.compile_subroutine(builder, impl, sig, locals)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 769, in compile_subroutine
    locals=locals)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 749, in compile_subroutine_no_cache
    locals=locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 753, in compile_internal
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
TypingError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 476, in stage_nopython_frontend
    self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 828, in type_inference_stage
    infer.propagate()
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 717, in propagate
    raise errors[0]
TypingError: Internal error at <numba.typeinfer.CallConstraint object at 0x00000000082bc288>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 367, in compile_extra
    raise e
InternalError: offset=151 opcode=0xcc opname=JUMP_IF_NOT_DEBUG
[1] During: resolving callee type: type(CPUDispatcher(<function run_quicksort at 0x00000000094f4cc8>))
[2] During: typing of call at /home/graham/pypy/numba/numba/targets/arrayobj.py (3910)
--%<-----------------------------------------------------------------

File "numba/targets/arrayobj.py", line 3910

Failed at nopython (nopython frontend)
Internal error at <numba.typeinfer.CallConstraint object at 0x00000000082bc288>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 367, in compile_extra
    raise e
InternalError: offset=151 opcode=0xcc opname=JUMP_IF_NOT_DEBUG
[1] During: resolving callee type: type(CPUDispatcher(<function run_quicksort at 0x00000000094f4cc8>))
[2] During: typing of call at /home/graham/pypy/numba/numba/targets/arrayobj.py (3910)
--%<-----------------------------------------------------------------

File "numba/targets/arrayobj.py", line 3910
[1] During: lowering "$0.6 = call $0.5()" at /home/graham/pypy/numba/numba/targets/arrayobj.py (3919)

Failed at nopython (nopython mode backend)
Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 476, in stage_nopython_frontend
    self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 828, in type_inference_stage
    infer.propagate()
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 717, in propagate
    raise errors[0]
TypingError: Internal error at <numba.typeinfer.CallConstraint object at 0x00000000082bc288>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 367, in compile_extra
    raise e
InternalError: offset=151 opcode=0xcc opname=JUMP_IF_NOT_DEBUG
[1] During: resolving callee type: type(CPUDispatcher(<function run_quicksort at 0x00000000094f4cc8>))
[2] During: typing of call at /home/graham/pypy/numba/numba/targets/arrayobj.py (3910)
--%<-----------------------------------------------------------------

File "numba/targets/arrayobj.py", line 3910

Failed at nopython (nopython frontend)
Internal error at <numba.typeinfer.CallConstraint object at 0x00000000082bc288>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 367, in compile_extra
    raise e
InternalError: offset=151 opcode=0xcc opname=JUMP_IF_NOT_DEBUG
[1] During: resolving callee type: type(CPUDispatcher(<function run_quicksort at 0x00000000094f4cc8>))
[2] During: typing of call at /home/graham/pypy/numba/numba/targets/arrayobj.py (3910)
--%<-----------------------------------------------------------------

File "numba/targets/arrayobj.py", line 3910
[1] During: lowering "$0.6 = call $0.5()" at /home/graham/pypy/numba/numba/targets/arrayobj.py (3919)
[2] During: lowering "$0.4 = call $0.2(val)" at /home/graham/pypy/numba/numba/tests/test_sort.py (54)

======================================================================
ERROR: test_np_sort_int (numba.tests.test_sort.TestNumpySort)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_sort.py", line 787, in test_np_sort_int
    self.check_sort_copy(pyfunc, cfunc, orig)
  File "/home/graham/pypy/numba/numba/tests/test_sort.py", line 749, in check_sort_copy
    got = cfunc(val)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 308, in _compile_for_args
    raise e
TypingError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 845, in native_lowering_stage
    lower.lower()
  File "/home/graham/pypy/numba/numba/lowering.py", line 125, in lower
    self.lower_normal_function(self.fndesc)
  File "/home/graham/pypy/numba/numba/lowering.py", line 160, in lower_normal_function
    entry_block_tail = self.lower_function_body()
  File "/home/graham/pypy/numba/numba/lowering.py", line 185, in lower_function_body
    self.lower_block(block)
  File "/home/graham/pypy/numba/numba/lowering.py", line 200, in lower_block
    self.lower_inst(inst)
  File "/home/graham/pypy/numba/numba/lowering.py", line 237, in lower_inst
    val = self.lower_assign(ty, inst)
  File "/home/graham/pypy/numba/numba/lowering.py", line 382, in lower_assign
    return self.lower_expr(ty, value)
  File "/home/graham/pypy/numba/numba/lowering.py", line 695, in lower_expr
    res = self.lower_call(resty, expr)
  File "/home/graham/pypy/numba/numba/lowering.py", line 661, in lower_call
    res = impl(self.builder, argvals)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 961, in __call__
    return self._imp(self._context, builder, self._sig, args)
  File "/home/graham/pypy/numba/numba/targets/arrayobj.py", line 3922, in np_sort
    return context.compile_internal(builder, np_sort_impl, sig, args)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 779, in compile_internal
    ty = self.compile_subroutine(builder, impl, sig, locals)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 769, in compile_subroutine
    locals=locals)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 749, in compile_subroutine_no_cache
    locals=locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 753, in compile_internal
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
TypingError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 845, in native_lowering_stage
    lower.lower()
  File "/home/graham/pypy/numba/numba/lowering.py", line 125, in lower
    self.lower_normal_function(self.fndesc)
  File "/home/graham/pypy/numba/numba/lowering.py", line 160, in lower_normal_function
    entry_block_tail = self.lower_function_body()
  File "/home/graham/pypy/numba/numba/lowering.py", line 185, in lower_function_body
    self.lower_block(block)
  File "/home/graham/pypy/numba/numba/lowering.py", line 200, in lower_block
    self.lower_inst(inst)
  File "/home/graham/pypy/numba/numba/lowering.py", line 237, in lower_inst
    val = self.lower_assign(ty, inst)
  File "/home/graham/pypy/numba/numba/lowering.py", line 382, in lower_assign
    return self.lower_expr(ty, value)
  File "/home/graham/pypy/numba/numba/lowering.py", line 695, in lower_expr
    res = self.lower_call(resty, expr)
  File "/home/graham/pypy/numba/numba/lowering.py", line 661, in lower_call
    res = impl(self.builder, argvals)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 961, in __call__
    return self._imp(self._context, builder, self._sig, args)
  File "/home/graham/pypy/numba/numba/targets/arrayobj.py", line 3912, in array_sort
    return context.compile_internal(builder, array_sort_impl, sig, args)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 779, in compile_internal
    ty = self.compile_subroutine(builder, impl, sig, locals)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 769, in compile_subroutine
    locals=locals)
  File "/home/graham/pypy/numba/numba/targets/base.py", line 749, in compile_subroutine_no_cache
    locals=locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 753, in compile_internal
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
TypingError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 476, in stage_nopython_frontend
    self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 828, in type_inference_stage
    infer.propagate()
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 717, in propagate
    raise errors[0]
TypingError: Internal error at <numba.typeinfer.CallConstraint object at 0x000000000ce84f00>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 367, in compile_extra
    raise e
InternalError: offset=151 opcode=0xcc opname=JUMP_IF_NOT_DEBUG
[1] During: resolving callee type: type(CPUDispatcher(<function run_quicksort at 0x0000000009523268>))
[2] During: typing of call at /home/graham/pypy/numba/numba/targets/arrayobj.py (3910)
--%<-----------------------------------------------------------------

File "numba/targets/arrayobj.py", line 3910

Failed at nopython (nopython frontend)
Internal error at <numba.typeinfer.CallConstraint object at 0x000000000ce84f00>:
--%<-----------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 127, in propagate
    constraint(typeinfer)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 35, in __exit__
    self.gen.throw(type, value, traceback)
  File "/home/graham/pypy/numba/numba/errors.py", line 249, in new_error_context
    six.reraise(type(newerr), newerr, sys.exc_info()[2])
  File "/home/graham/pypy/numba/numba/errors.py", line 243, in new_error_context
    yield
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 372, in __call__
    self.resolve(typeinfer, typevars, fnty)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 385, in resolve
    sig = typeinfer.resolve_call(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typeinfer.py", line 972, in resolve_call
    return self.context.resolve_function_type(fnty, pos_args, kw_args)
  File "/home/graham/pypy/numba/numba/typing/context.py", line 124, in resolve_function_type
    return func.get_call_type(self, args, kws)
  File "/home/graham/pypy/numba/numba/types/functions.py", line 159, in get_call_type
    template, pysig, args, kws = self.dispatcher.get_call_template(args, kws)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 247, in get_call_template
    self.compile(tuple(args))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
